中継	null	1
中華	31	0
中身	null	2
中軸	42	0
中途	null	2
中途半端	27	0
中間	null	2
丸	2	3
丸々	null	1
丸い	2	5
丸ごと	4	1
丸っきり	null	1
丸で	null	3
丸める	null	1
丹念	53	0
丹精	53	0
主	30	0
主なる	null	1
主に	4	3
主人	4	0
主人公	null	1
主任	null	1
主体	null	1
主催	29	1
主唱	40	0
主因	17	0
主婦	28	3
主宰	56	0
主将	36	0
主導	null	1
主張	null	3
主役	null	2
主権	null	1
主演	null	1
主義	21	3
主要	null	3
主観	22	1
主観的	24	0
主語	10	2
主題	null	1
主食	null	1
丼	34	2
乃至	null	1
久しい	32	1
久しぶり	34	4
乏しい	30	1
乗せる	9	3
乗っ取る	null	1
乗り場	11	0
乗り換え	null	2
乗り換える	38	4
乗り物	11	4
乗り込む	null	1
乗る	9	5
乗客	null	3
乗車	null	2
乙	57	1
九	1	3
九つ	1	5
九州	6	0
九日	2	5
乱す	21	1
乱れる	19	1
乱交	19	0
乱戦	19	0
乱暴	19	2
乱用	null	1
乳	null	1
乳首	23	0
乾かす	33	2
乾く	29	4
乾季	29	0
乾杯	29	2
乾燥	51	2
乾電池	null	2
亀	35	0
了	null	1
了承	null	1
了解	23	1
予て	null	1
予め	11	1
予備	null	2
予告	18	0
予報	18	3
予定	9	4
予想	13	1
予感	null	1
予期	null	3
予測	35	3
予算	null	3
予約	14	4
予習	null	4
予言	null	1
予防	20	3
争い	null	1
争う	11	2
事	9	3
事によると	null	1
事件	21	3
事典	16	0
事前	null	1
事務	null	3
事務所	21	4
事変	15	0
事実	9	3
事情	13	3
事態	null	3
事故	26	4
事柄	null	1
事業	null	1
事項	39	1
二	1	5
二つ	1	5
二世	4	0
二人	1	5
二倍	12	0
二十日	4	5
二十歳	46	5
二日	2	5
二日酔い	37	0
二枚舌	19	0
二番	8	0
二重	9	0
二階	12	0
二階建て	null	4
云々	null	1
互い	35	3
五	2	5
五つ	2	5
五十音	null	2
五十音順	19	0
五感	13	0
五日	2	5
井戸	45	2
些とも	null	4
些事	null	1
亜爾加里	null	1
亜科	null	1
亜米利加	null	4
亜細亜	null	4
亡くなる	6	4
亡霊	45	0
交わる	8	1
交互	35	1
交付	null	1
交代	null	2
交差	null	2
交差点	24	5
交換	null	3
交易	null	1
交流	null	2
交渉	17	1
交番	8	5
交通	7	4
交通機関	null	2
交通網	42	0
交錯	56	0
交際	null	3
享受	58	1
京都	12	0
亭	50	0
人	1	5
人々	2	0
人ごみ	34	3
人たち	20	0
人参	14	0
人口	1	4
人命	null	2
人工	1	3
人差し指	26	2
人形	7	4
人性	14	0
人情	13	1
人数	8	0
人文科学	null	2
人材	null	1
人柄	42	1
人格	14	1
人権	21	0
人殺し	15	0
人民	null	1
人気	4	3
人物	null	3
人生	3	3
人目	null	1
人種	18	3
人脈	31	0
人質	null	1
人通り	null	2
人造	26	2
人違い	26	0
人間	8	3
人類	18	3
人類学	20	0
仁	41	0
仁義	41	0
今	3	5
今すぐ	5	0
今に	null	3
今にも	null	3
今まで	5	0
今回	5	3
今夜	6	4
今年	6	5
今度	9	4
今後	null	3
今日	3	5
今日は	3	3
今晩	null	5
今晩は	15	2
今更	32	1
今月	3	5
今朝	10	5
今週	7	5
介入	35	1
介抱	null	1
介護	null	1
仏	15	3
仏像	16	1
仏僧	18	0
仏典	16	0
仏壇	49	0
仏教	15	0
仏教徒	19	0
仕える	null	1
仕上がり	null	1
仕上がる	null	2
仕上げ	null	1
仕上げる	null	1
仕事	11	5
仕付ける	null	1
仕入れる	null	1
仕切る	null	1
仕掛け	null	1
仕掛ける	null	1
仕方	4	4
仕方がない	6	0
仕来り	null	1
仕様	null	1
仕様がない	null	2
仕立てる	null	1
仕組み	null	1
仕舞い	null	1
仕舞う	null	3
仕舞った	null	3
仕草	5	0
仕返し	11	0
他	4	5
他人	4	3
他動詞	21	1
他意	null	1
他方	null	1
付き	11	1
付き合い	null	3
付き合う	null	2
付く	9	4
付ける	7	5
付け加える	null	1
付属	null	2
付近	9	2
付録	null	1
仙	null	1
仙人	39	0
仙台	39	0
代	null	1
代わり	6	4
代わる代わる	null	1
代名詞	null	2
代弁	null	1
代理	null	3
代用	4	1
代表	null	3
代金	null	3
以て	null	1
以上	7	4
以下	7	4
以内	null	4
以前	7	3
以外	7	4
以後	7	2
以来	null	3
以降	34	2
仮	null	1
仮に	9	0
仮令	null	1
仮名	9	2
仮名遣い	null	2
仮定	9	2
仮称	38	0
仮説	17	0
仮面	16	0
仰々しい	50	0
仰ぐ	50	1
仰る	null	4
仰天	50	0
仲	11	3
仲人	null	1
仲直り	11	2
仲良く	13	0
仲良し	13	2
仲間	11	3
件	null	1
任す	null	1
任せる	null	3
任務	21	1
任命	null	1
任意	21	0
企てる	21	0
企業	null	3
企画	21	1
伊	null	1
伊達	47	0
伏線	55	0
伐採	57	0
休み	4	5
休む	4	5
休める	null	1
休学	5	1
休息	null	2
休憩	47	3
休憩所	49	0
休戦	null	1
休日	4	0
休暇	27	3
休業	null	2
休止	4	0
休講	null	2
会	5	3
会う	5	5
会合	null	3
会員	12	3
会場	null	4
会社	5	5
会社員	12	0
会計	null	3
会話	8	4
会談	null	1
会議	20	4
会議室	20	4
会釈	51	0
会館	null	2
伝	15	0
伝える	11	4
伝わる	11	2
伝来	null	1
伝染	null	2
伝染病	32	0
伝統	22	3
伝統的	24	0
伝言	null	1
伝記	11	2
伝説	17	1
伝達	18	1
伯	50	0
伯母さん	null	5
伯父	50	0
伯父さん	null	2
伴う	38	1
伸ばす	30	3
伸びる	36	3
伺い	43	0
伺う	41	3
似る	31	4
似合う	33	3
似通う	null	1
但し	null	2
位	11	3
位置	22	3
低い	11	5
低下	null	2
住	null	1
住まい	null	2
住む	8	5
住人	8	0
住宅	23	3
住所	8	4
住民	9	3
体	5	5
体つき	null	1
体内	5	0
体制	null	2
体力	5	1
体操	33	2
体格	null	1
体温	null	3
体積	29	2
体系	null	2
体系的	30	0
体育	13	3
体裁	null	1
体重	9	0
体験	9	1
何	5	5
何々	null	2
何か	null	3
何しろ	null	2
何だか	null	1
何だかんだ	null	1
何て	null	1
何で	null	3
何でも	null	3
何と	null	1
何とか	null	3
何となく	null	2
何とも	null	2
何なり	null	1
何の	null	5
何も	null	3
何より	null	1
何れ	null	5
何れ何れ	null	1
何人	5	0
何処	null	5
何処か	null	3
何分	null	2
何千	5	0
何卒	null	1
何回	5	0
何年	5	0
何度	9	0
何故	26	5
何故なら	28	3
何方	null	5
何日	5	0
何時	7	5
何時か	null	3
何時でも	null	3
何時までも	null	3
何時も	null	5
何月	5	0
何遍	57	0
余り	null	5
余る	20	2
余分	null	3
余剰	53	0
余地	null	1
余所	8	2
余暇	null	1
余程	null	1
余興	null	1
余裕	20	3
余計	20	2
余震	20	0
佚	null	2
作	null	1
作り	null	1
作り方	7	0
作る	5	5
作品	16	3
作家	7	3
